,nm_uf,uf,cod_mun,nm_mun,tipo,cod_uf,pop
4744,Rio Grande do Sul,RS,4306809,Encantado,Urbano,43,23047
4745,Rio Grande do Sul,RS,4306908,Encruzilhada do Sul,IntermediarioAdjacente,43,26039
4746,Rio Grande do Sul,RS,4306924,Engenho Velho,RuralAdjacente,43,932
4747,Rio Grande do Sul,RS,4306932,Entre-Ijuís,Urbano,43,8350
4748,Rio Grande do Sul,RS,4306957,Entre Rios do Sul,RuralAdjacente,43,2724
4749,Rio Grande do Sul,RS,4306973,Erebango,RuralAdjacente,43,2978
4750,Rio Grande do Sul,RS,4307005,Erechim,Urbano,43,107368
4751,Rio Grande do Sul,RS,4307054,Ernestina,RuralAdjacente,43,3171
4752,Rio Grande do Sul,RS,4307104,Herval,RuralAdjacente,43,6807
4753,Rio Grande do Sul,RS,4307203,Erval Grande,RuralAdjacente,43,4780
4754,Rio Grande do Sul,RS,4307302,Erval Seco,RuralAdjacente,43,6697
4755,Rio Grande do Sul,RS,4307401,Esmeralda,RuralAdjacente,43,3291
4756,Rio Grande do Sul,RS,4307450,Esperança do Sul,RuralAdjacente,43,2846
4757,Rio Grande do Sul,RS,4307500,Espumoso,IntermediarioAdjacente,43,15594
4758,Rio Grande do Sul,RS,4307559,Estação,Urbano,43,5924
4759,Rio Grande do Sul,RS,4307609,Estância Velha,Urbano,43,51292
4760,Rio Grande do Sul,RS,4307708,Esteio,Urbano,43,83352
4761,Rio Grande do Sul,RS,4307807,Estrela,Urbano,43,34669
4762,Rio Grande do Sul,RS,4307815,Estrela Velha,RuralAdjacente,43,3646
4763,Rio Grande do Sul,RS,4307831,Eugênio de Castro,RuralAdjacente,43,2310
4764,Rio Grande do Sul,RS,4307864,Fagundes Varela,RuralAdjacente,43,2750
4765,Rio Grande do Sul,RS,4307906,Farroupilha,Urbano,43,73758
4766,Rio Grande do Sul,RS,4308003,Faxinal do Soturno,RuralAdjacente,43,6651
4767,Rio Grande do Sul,RS,4308052,Faxinalzinho,RuralAdjacente,43,2256
4768,Rio Grande do Sul,RS,4308078,Fazenda Vilanova,Urbano,43,4680
4769,Rio Grande do Sul,RS,4308102,Feliz,RuralAdjacente,43,13728
4770,Rio Grande do Sul,RS,4308201,Flores da Cunha,IntermediarioAdjacente,43,31352
4771,Rio Grande do Sul,RS,4308250,Floriano Peixoto,RuralAdjacente,43,1709
4772,Rio Grande do Sul,RS,4308300,Fontoura Xavier,RuralAdjacente,43,10181
4773,Rio Grande do Sul,RS,4308409,Formigueiro,RuralAdjacente,43,6569
4774,Rio Grande do Sul,RS,4308433,Forquetinha,Urbano,43,2389
4775,Rio Grande do Sul,RS,4308458,Fortaleza dos Valos,RuralAdjacente,43,4252
4776,Rio Grande do Sul,RS,4308508,Frederico Westphalen,Urbano,43,31675
4777,Rio Grande do Sul,RS,4308607,Garibaldi,Urbano,43,35794
4778,Rio Grande do Sul,RS,4308656,Garruchos,RuralRemoto,43,2851
4779,Rio Grande do Sul,RS,4308706,Gaurama,RuralAdjacente,43,5447
4780,Rio Grande do Sul,RS,4308805,General Câmara,RuralAdjacente,43,8339
4781,Rio Grande do Sul,RS,4308854,Gentil,RuralAdjacente,43,1619
4782,Rio Grande do Sul,RS,4308904,Getúlio Vargas,Urbano,43,16158
4783,Rio Grande do Sul,RS,4309001,Giruá,IntermediarioAdjacente,43,15729
4784,Rio Grande do Sul,RS,4309050,Glorinha,Urbano,43,8304
4785,Rio Grande do Sul,RS,4309100,Gramado,Urbano,43,36864
4786,Rio Grande do Sul,RS,4309126,Gramado dos Loureiros,RuralAdjacente,43,2036
4787,Rio Grande do Sul,RS,4309159,Gramado Xavier,RuralAdjacente,43,4378
4788,Rio Grande do Sul,RS,4309209,Gravataí,Urbano,43,285564
4789,Rio Grande do Sul,RS,4309258,Guabiju,RuralAdjacente,43,1478
4790,Rio Grande do Sul,RS,4309308,Guaíba,Urbano,43,98331
4791,Rio Grande do Sul,RS,4309407,Guaporé,Urbano,43,26199
4792,Rio Grande do Sul,RS,4309506,Guarani das Missões,RuralAdjacente,43,7393
4793,Rio Grande do Sul,RS,4309555,Harmonia,RuralAdjacente,43,4967
4794,Rio Grande do Sul,RS,4309571,Herveiras,RuralAdjacente,43,3019
4795,Rio Grande do Sul,RS,4309605,Horizontina,Urbano,43,19446
4796,Rio Grande do Sul,RS,4309654,Hulha Negra,Urbano,43,6894
4797,Rio Grande do Sul,RS,4309704,Humaitá,RuralAdjacente,43,4712
4798,Rio Grande do Sul,RS,4309753,Ibarama,RuralAdjacente,43,4393
4799,Rio Grande do Sul,RS,4309803,Ibiaçá,RuralAdjacente,43,4690
4800,Rio Grande do Sul,RS,4309902,Ibiraiaras,RuralAdjacente,43,7267
4801,Rio Grande do Sul,RS,4309951,Ibirapuitã,RuralAdjacente,43,3988
4802,Rio Grande do Sul,RS,4310009,Ibirubá,IntermediarioAdjacente,43,20474
4803,Rio Grande do Sul,RS,4310108,Igrejinha,Urbano,43,37754
4804,Rio Grande do Sul,RS,4310207,Ijuí,Urbano,43,84041
4805,Rio Grande do Sul,RS,4310306,Ilópolis,RuralAdjacente,43,4054
4806,Rio Grande do Sul,RS,4310330,Imbé,Urbano,43,23721
4807,Rio Grande do Sul,RS,4310363,Imigrante,RuralAdjacente,43,3103
4808,Rio Grande do Sul,RS,4310405,Independência,RuralAdjacente,43,6054
4809,Rio Grande do Sul,RS,4310413,Inhacorá,RuralAdjacente,43,2207
4810,Rio Grande do Sul,RS,4310439,Ipê,RuralAdjacente,43,6736
4811,Rio Grande do Sul,RS,4310462,Ipiranga do Sul,RuralAdjacente,43,1871
4812,Rio Grande do Sul,RS,4310504,Iraí,RuralAdjacente,43,7046
4813,Rio Grande do Sul,RS,4310538,Itaara,Urbano,43,5573
4814,Rio Grande do Sul,RS,4310553,Itacurubi,RuralAdjacente,43,3456
4815,Rio Grande do Sul,RS,4310579,Itapuca,RuralAdjacente,43,2037
4816,Rio Grande do Sul,RS,4310603,Itaqui,Urbano,43,37363
4817,Rio Grande do Sul,RS,4310652,Itati,RuralAdjacente,43,2377
4818,Rio Grande do Sul,RS,4310702,Itatiba do Sul,RuralAdjacente,43,3143
4819,Rio Grande do Sul,RS,4310751,Ivorá,RuralAdjacente,43,1854
4820,Rio Grande do Sul,RS,4310801,Ivoti,Urbano,43,25068
4821,Rio Grande do Sul,RS,4310850,Jaboticaba,RuralAdjacente,43,3738
4822,Rio Grande do Sul,RS,4310876,Jacuizinho,RuralAdjacente,43,2718
4823,Rio Grande do Sul,RS,4310900,Jacutinga,RuralAdjacente,43,3532
4824,Rio Grande do Sul,RS,4311007,Jaguarão,Urbano,43,26327
4825,Rio Grande do Sul,RS,4311106,Jaguari,RuralAdjacente,43,10684
4826,Rio Grande do Sul,RS,4311122,Jaquirana,RuralAdjacente,43,3611
4827,Rio Grande do Sul,RS,4311130,Jari,RuralAdjacente,43,3472
4828,Rio Grande do Sul,RS,4311155,Jóia,RuralAdjacente,43,8571
4829,Rio Grande do Sul,RS,4311205,Júlio de Castilhos,Urbano,43,19159
4830,Rio Grande do Sul,RS,4311239,Lagoa Bonita do Sul,RuralAdjacente,43,2939
4831,Rio Grande do Sul,RS,4311254,Lagoão,RuralAdjacente,43,6469
4832,Rio Grande do Sul,RS,4311270,Lagoa dos Três Cantos,RuralAdjacente,43,1604
4833,Rio Grande do Sul,RS,4311304,Lagoa Vermelha,Urbano,43,27751
4834,Rio Grande do Sul,RS,4311403,Lajeado,Urbano,43,86005
4835,Rio Grande do Sul,RS,4311429,Lajeado do Bugre,RuralAdjacente,43,2569
4836,Rio Grande do Sul,RS,4311502,Lavras do Sul,IntermediarioAdjacente,43,7410
4837,Rio Grande do Sul,RS,4311601,Liberato Salzano,RuralAdjacente,43,5087
4838,Rio Grande do Sul,RS,4311627,Lindolfo Collor,Urbano,43,6193
4839,Rio Grande do Sul,RS,4311643,Linha Nova,RuralAdjacente,43,1724
4840,Rio Grande do Sul,RS,4311700,Machadinho,RuralAdjacente,43,5411
4841,Rio Grande do Sul,RS,4311718,Maçambará,RuralRemoto,43,4539
4842,Rio Grande do Sul,RS,4311734,Mampituba,RuralAdjacente,43,2965
4843,Rio Grande do Sul,RS,4311759,Manoel Viana,IntermediarioAdjacente,43,7315
4844,Rio Grande do Sul,RS,4311775,Maquiné,RuralAdjacente,43,6747
4845,Rio Grande do Sul,RS,4311791,Maratá,RuralAdjacente,43,2713
4846,Rio Grande do Sul,RS,4311809,Marau,Urbano,43,45523
4847,Rio Grande do Sul,RS,4311908,Marcelino Ramos,RuralAdjacente,43,4239
4848,Rio Grande do Sul,RS,4311981,Mariana Pimentel,RuralAdjacente,43,3892
4849,Rio Grande do Sul,RS,4312005,Mariano Moro,RuralAdjacente,43,1987
4850,Rio Grande do Sul,RS,4312054,Marques de Souza,RuralAdjacente,43,3981
4851,Rio Grande do Sul,RS,4312104,Mata,RuralAdjacente,43,4760
4852,Rio Grande do Sul,RS,4312138,Mato Castelhano,RuralAdjacente,43,2543
4853,Rio Grande do Sul,RS,4312153,Mato Leitão,RuralAdjacente,43,4627
4854,Rio Grande do Sul,RS,4312179,Mato Queimado,RuralAdjacente,43,1611
4855,Rio Grande do Sul,RS,4312203,Maximiliano de Almeida,RuralAdjacente,43,4254
4856,Rio Grande do Sul,RS,4312252,Minas do Leão,RuralAdjacente,43,8130
4857,Rio Grande do Sul,RS,4312302,Miraguaí,RuralAdjacente,43,4899
4858,Rio Grande do Sul,RS,4312351,Montauri,RuralAdjacente,43,1430
4859,Rio Grande do Sul,RS,4312377,Monte Alegre dos Campos,RuralAdjacente,43,3237
4860,Rio Grande do Sul,RS,4312385,Monte Belo do Sul,Urbano,43,2514
4861,Rio Grande do Sul,RS,4312401,Montenegro,Urbano,43,66157
4862,Rio Grande do Sul,RS,4312427,Mormaço,RuralAdjacente,43,3139
4863,Rio Grande do Sul,RS,4312443,Morrinhos do Sul,RuralAdjacente,43,2891
4864,Rio Grande do Sul,RS,4312450,Morro Redondo,RuralAdjacente,43,6609
4865,Rio Grande do Sul,RS,4312476,Morro Reuter,Urbano,43,6570
4866,Rio Grande do Sul,RS,4312500,Mostardas,RuralAdjacente,43,12888
4867,Rio Grande do Sul,RS,4312609,Muçum,RuralAdjacente,43,4967
4868,Rio Grande do Sul,RS,4312617,Muitos Capões,RuralAdjacente,43,3184
4869,Rio Grande do Sul,RS,4312625,Muliterno,RuralAdjacente,43,1901
4870,Rio Grande do Sul,RS,4312658,Não-Me-Toque,Urbano,43,17886
4871,Rio Grande do Sul,RS,4312674,Nicolau Vergueiro,RuralAdjacente,43,1667
4872,Rio Grande do Sul,RS,4312708,Nonoai,IntermediarioAdjacente,43,11574
4873,Rio Grande do Sul,RS,4312757,Nova Alvorada,RuralAdjacente,43,3698
4874,Rio Grande do Sul,RS,4312807,Nova Araçá,RuralAdjacente,43,4890
4875,Rio Grande do Sul,RS,4312906,Nova Bassano,RuralAdjacente,43,10089
4876,Rio Grande do Sul,RS,4312955,Nova Boa Vista,RuralAdjacente,43,1731
4877,Rio Grande do Sul,RS,4313003,Nova Bréscia,RuralAdjacente,43,3345
4878,Rio Grande do Sul,RS,4313011,Nova Candelária,RuralAdjacente,43,2677
4879,Rio Grande do Sul,RS,4313037,Nova Esperança do Sul,IntermediarioAdjacente,43,5465
4880,Rio Grande do Sul,RS,4313060,Nova Hartz,Urbano,43,22147
4881,Rio Grande do Sul,RS,4313086,Nova Pádua,RuralAdjacente,43,2563
4882,Rio Grande do Sul,RS,4313102,Nova Palma,RuralAdjacente,43,6519
4883,Rio Grande do Sul,RS,4313201,Nova Petrópolis,RuralAdjacente,43,21717
4884,Rio Grande do Sul,RS,4313300,Nova Prata,Urbano,43,28021
4885,Rio Grande do Sul,RS,4313334,Nova Ramada,RuralAdjacente,43,2195
4886,Rio Grande do Sul,RS,4313359,Nova Roma do Sul,RuralAdjacente,43,3743
4887,Rio Grande do Sul,RS,4313375,Nova Santa Rita,Urbano,43,30482
4888,Rio Grande do Sul,RS,4313391,Novo Cabrais,RuralAdjacente,43,4246
4889,Rio Grande do Sul,RS,4313409,Novo Hamburgo,Urbano,43,247303
4890,Rio Grande do Sul,RS,4313425,Novo Machado,RuralAdjacente,43,3191
4891,Rio Grande do Sul,RS,4313441,Novo Tiradentes,RuralAdjacente,43,2189
4892,Rio Grande do Sul,RS,4313466,Novo Xingu,RuralAdjacente,43,1705
4893,Rio Grande do Sul,RS,4313490,Novo Barreiro,RuralAdjacente,43,4185
4894,Rio Grande do Sul,RS,4313508,Osório,Urbano,43,46815
4895,Rio Grande do Sul,RS,4313607,Paim Filho,RuralAdjacente,43,3731
4896,Rio Grande do Sul,RS,4313656,Palmares do Sul,RuralAdjacente,43,11342
4897,Rio Grande do Sul,RS,4313706,Palmeira das Missões,Urbano,43,32967
4898,Rio Grande do Sul,RS,4313805,Palmitinho,RuralAdjacente,43,7056
4899,Rio Grande do Sul,RS,4313904,Panambi,Urbano,43,44583
4900,Rio Grande do Sul,RS,4313953,Pantano Grande,RuralAdjacente,43,8995
4901,Rio Grande do Sul,RS,4314001,Paraí,RuralAdjacente,43,7793
4902,Rio Grande do Sul,RS,4314027,Paraíso do Sul,RuralAdjacente,43,7635
4903,Rio Grande do Sul,RS,4314035,Pareci Novo,RuralAdjacente,43,3885
4904,Rio Grande do Sul,RS,4314050,Parobé,Urbano,43,59419
4905,Rio Grande do Sul,RS,4314068,Passa Sete,RuralAdjacente,43,5790
4906,Rio Grande do Sul,RS,4314076,Passo do Sobrado,RuralAdjacente,43,6612
4907,Rio Grande do Sul,RS,4314100,Passo Fundo,Urbano,43,206103
4908,Rio Grande do Sul,RS,4314134,Paulo Bento,RuralAdjacente,43,2303
4909,Rio Grande do Sul,RS,4314159,Paverama,RuralAdjacente,43,8541
4910,Rio Grande do Sul,RS,4314175,Pedras Altas,RuralAdjacente,43,1928
4911,Rio Grande do Sul,RS,4314209,Pedro Osório,RuralAdjacente,43,7683
4912,Rio Grande do Sul,RS,4314308,Pejuçara,RuralAdjacente,43,3840
4913,Rio Grande do Sul,RS,4314407,Pelotas,Urbano,43,343826
4914,Rio Grande do Sul,RS,4314423,Picada Café,Urbano,43,5780
4915,Rio Grande do Sul,RS,4314456,Pinhal,RuralAdjacente,43,2581
4916,Rio Grande do Sul,RS,4314464,Pinhal da Serra,RuralAdjacente,43,1896
4917,Rio Grande do Sul,RS,4314472,Pinhal Grande,RuralAdjacente,43,4309
4918,Rio Grande do Sul,RS,4314498,Pinheirinho do Vale,RuralAdjacente,43,4926
4919,Rio Grande do Sul,RS,4314506,Pinheiro Machado,RuralAdjacente,43,12122
4920,Rio Grande do Sul,RS,4314555,Pirapó,RuralAdjacente,43,2205
4921,Rio Grande do Sul,RS,4314605,Piratini,RuralAdjacente,43,20743
4922,Rio Grande do Sul,RS,4314704,Planalto,RuralAdjacente,43,9957
4923,Rio Grande do Sul,RS,4314753,Poço das Antas,RuralAdjacente,43,2105
4924,Rio Grande do Sul,RS,4314779,Pontão,RuralAdjacente,43,3898
4925,Rio Grande do Sul,RS,4314787,Ponte Preta,RuralAdjacente,43,1501
4926,Rio Grande do Sul,RS,4314803,Portão,Urbano,43,38081
4927,Rio Grande do Sul,RS,4314902,Porto Alegre,Urbano,43,1492530
4928,Rio Grande do Sul,RS,4315008,Porto Lucena,RuralAdjacente,43,4514
4929,Rio Grande do Sul,RS,4315057,Porto Mauá,RuralAdjacente,43,2332
4930,Rio Grande do Sul,RS,4315073,Porto Vera Cruz,RuralAdjacente,43,1258
4931,Rio Grande do Sul,RS,4315107,Porto Xavier,RuralAdjacente,43,10144
4932,Rio Grande do Sul,RS,4315131,Pouso Novo,RuralAdjacente,43,1586
4933,Rio Grande do Sul,RS,4315149,Presidente Lucena,Urbano,43,2972
4934,Rio Grande do Sul,RS,4315156,Progresso,RuralAdjacente,43,6235
4935,Rio Grande do Sul,RS,4315172,Protásio Alves,RuralAdjacente,43,1929
4936,Rio Grande do Sul,RS,4315206,Putinga,RuralAdjacente,43,3861
4937,Rio Grande do Sul,RS,4315305,Quaraí,Urbano,43,22531
4938,Rio Grande do Sul,RS,4315313,Quatro Irmãos,RuralAdjacente,43,1860
4939,Rio Grande do Sul,RS,4315321,Quevedos,RuralAdjacente,43,2793
4940,Rio Grande do Sul,RS,4315354,Quinze de Novembro,RuralAdjacente,43,3810
4941,Rio Grande do Sul,RS,4315404,Redentora,RuralAdjacente,43,11782
4942,Rio Grande do Sul,RS,4315453,Relvado,RuralAdjacente,43,2068
4943,Rio Grande do Sul,RS,4315503,Restinga Seca,RuralAdjacente,43,15702
4944,Rio Grande do Sul,RS,4315552,Rio dos Índios,RuralAdjacente,43,2571
4945,Rio Grande do Sul,RS,4315602,Rio Grande,Urbano,43,212881
4946,Rio Grande do Sul,RS,4315701,Rio Pardo,IntermediarioAdjacente,43,38257
4947,Rio Grande do Sul,RS,4315750,Riozinho,RuralAdjacente,43,4698
4948,Rio Grande do Sul,RS,4315800,Roca Sales,RuralAdjacente,43,11556
4949,Rio Grande do Sul,RS,4315909,Rodeio Bonito,RuralAdjacente,43,5868
4950,Rio Grande do Sul,RS,4315958,Rolador,RuralAdjacente,43,2270
4951,Rio Grande do Sul,RS,4316006,Rolante,IntermediarioAdjacente,43,21591
4952,Rio Grande do Sul,RS,4316105,Ronda Alta,RuralAdjacente,43,10633
4953,Rio Grande do Sul,RS,4316204,Rondinha,RuralAdjacente,43,5033
4954,Rio Grande do Sul,RS,4316303,Roque Gonzales,RuralAdjacente,43,6750
4955,Rio Grande do Sul,RS,4316402,Rosário do Sul,Urbano,43,39210
4956,Rio Grande do Sul,RS,4316428,Sagrada Família,RuralAdjacente,43,2601
4957,Rio Grande do Sul,RS,4316436,Saldanha Marinho,RuralAdjacente,43,2596
4958,Rio Grande do Sul,RS,4316451,Salto do Jacuí,IntermediarioAdjacente,43,12512
4959,Rio Grande do Sul,RS,4316477,Salvador das Missões,RuralAdjacente,43,2734
4960,Rio Grande do Sul,RS,4316501,Salvador do Sul,RuralAdjacente,43,7975
4961,Rio Grande do Sul,RS,4316600,Sananduva,IntermediarioAdjacente,43,16382
4962,Rio Grande do Sul,RS,4316709,Santa Bárbara do Sul,RuralAdjacente,43,7813
4963,Rio Grande do Sul,RS,4316733,Santa Cecília do Sul,RuralAdjacente,43,1630
4964,Rio Grande do Sul,RS,4316758,Santa Clara do Sul,Urbano,43,6755
4965,Rio Grande do Sul,RS,4316808,Santa Cruz do Sul,Urbano,43,132271
4966,Rio Grande do Sul,RS,4316907,Santa Maria,Urbano,43,285159
4967,Rio Grande do Sul,RS,4316956,Santa Maria do Herval,RuralAdjacente,43,6382
4968,Rio Grande do Sul,RS,4316972,Santa Margarida do Sul,RuralAdjacente,43,2593
4969,Rio Grande do Sul,RS,4317004,Santana da Boa Vista,RuralAdjacente,43,8037
4970,Rio Grande do Sul,RS,4317103,Sant´Ana do Livramento,Urbano,43,75647
4971,Rio Grande do Sul,RS,4317202,Santa Rosa,Urbano,43,73882
4972,Rio Grande do Sul,RS,4317251,Santa Tereza,RuralAdjacente,43,1722
4973,Rio Grande do Sul,RS,4317301,Santa Vitória do Palmar,Urbano,43,29298
4974,Rio Grande do Sul,RS,4317400,Santiago,Urbano,43,49298
4975,Rio Grande do Sul,RS,4317509,Santo Ângelo,Urbano,43,77544
4976,Rio Grande do Sul,RS,4317558,Santo Antônio do Palma,RuralAdjacente,43,2118
4977,Rio Grande do Sul,RS,4317608,Santo Antônio da Patrulha,RuralAdjacente,43,43397
4978,Rio Grande do Sul,RS,4317707,Santo Antônio das Missões,RuralAdjacente,43,9930
4979,Rio Grande do Sul,RS,4317756,Santo Antônio do Planalto,RuralAdjacente,43,2018
4980,Rio Grande do Sul,RS,4317806,Santo Augusto,Urbano,43,13813
4981,Rio Grande do Sul,RS,4317905,Santo Cristo,RuralAdjacente,43,14177
4982,Rio Grande do Sul,RS,4317954,Santo Expedito do Sul,RuralAdjacente,43,2287
4983,Rio Grande do Sul,RS,4318002,São Borja,Urbano,43,59768
4984,Rio Grande do Sul,RS,4318051,São Domingos do Sul,RuralAdjacente,43,3091
4985,Rio Grande do Sul,RS,4318101,São Francisco de Assis,IntermediarioAdjacente,43,18081
4986,Rio Grande do Sul,RS,4318200,São Francisco de Paula,IntermediarioAdjacente,43,21871
4987,Rio Grande do Sul,RS,4318309,São Gabriel,Urbano,43,62187
4988,Rio Grande do Sul,RS,4318408,São Jerônimo,Urbano,43,24569
4989,Rio Grande do Sul,RS,4318424,São João da Urtiga,RuralAdjacente,43,4625
4990,Rio Grande do Sul,RS,4318432,São João do Polêsine,RuralAdjacente,43,2535
4991,Rio Grande do Sul,RS,4318440,São Jorge,RuralAdjacente,43,2808
4992,Rio Grande do Sul,RS,4318457,São José das Missões,RuralAdjacente,43,2491
4993,Rio Grande do Sul,RS,4318465,São José do Herval,RuralAdjacente,43,1917
4994,Rio Grande do Sul,RS,4318481,São José do Hortêncio,Urbano,43,4924
4995,Rio Grande do Sul,RS,4318499,São José do Inhacorá,RuralAdjacente,43,2040
4996,Rio Grande do Sul,RS,4318507,São José do Norte,IntermediarioAdjacente,43,27866
4997,Rio Grande do Sul,RS,4318606,São José do Ouro,RuralAdjacente,43,6911
4998,Rio Grande do Sul,RS,4318614,São José do Sul,RuralAdjacente,43,2464
4999,Rio Grande do Sul,RS,4318622,São José dos Ausentes,RuralAdjacente,43,3559
5000,Rio Grande do Sul,RS,4318705,São Leopoldo,Urbano,43,240378
5001,Rio Grande do Sul,RS,4318804,São Lourenço do Sul,IntermediarioAdjacente,43,43501
5002,Rio Grande do Sul,RS,4318903,São Luiz Gonzaga,Urbano,43,33124
5003,Rio Grande do Sul,RS,4319000,São Marcos,Urbano,43,21756
5004,Rio Grande do Sul,RS,4319109,São Martinho,RuralAdjacente,43,5336
5005,Rio Grande do Sul,RS,4319125,São Martinho da Serra,RuralAdjacente,43,3228
5006,Rio Grande do Sul,RS,4319158,São Miguel das Missões,RuralAdjacente,43,7692
5007,Rio Grande do Sul,RS,4319208,São Nicolau,RuralAdjacente,43,5153
5008,Rio Grande do Sul,RS,4319307,São Paulo das Missões,RuralAdjacente,43,5654
5009,Rio Grande do Sul,RS,4319356,São Pedro da Serra,RuralAdjacente,43,3881
5010,Rio Grande do Sul,RS,4319364,São Pedro das Missões,RuralAdjacente,43,2025
5011,Rio Grande do Sul,RS,4319372,São Pedro do Butiá,RuralAdjacente,43,2950
5012,Rio Grande do Sul,RS,4319406,São Pedro do Sul,IntermediarioAdjacente,43,16100
5013,Rio Grande do Sul,RS,4319505,São Sebastião do Caí,Urbano,43,26161
5014,Rio Grande do Sul,RS,4319604,São Sepé,IntermediarioAdjacente,43,23492
5015,Rio Grande do Sul,RS,4319703,São Valentim,RuralAdjacente,43,3220
5016,Rio Grande do Sul,RS,4319711,São Valentim do Sul,RuralAdjacente,43,2248
5017,Rio Grande do Sul,RS,4319737,São Valério do Sul,RuralAdjacente,43,2732
5018,Rio Grande do Sul,RS,4319752,São Vendelino,RuralAdjacente,43,2288
5019,Rio Grande do Sul,RS,4319802,São Vicente do Sul,RuralAdjacente,43,8742
5020,Rio Grande do Sul,RS,4319901,Sapiranga,Urbano,43,80514
5021,Rio Grande do Sul,RS,4320008,Sapucaia do Sul,Urbano,43,142508
5022,Rio Grande do Sul,RS,4320107,Sarandi,Urbano,43,25024
5023,Rio Grande do Sul,RS,4320206,Seberi,RuralAdjacente,43,10678
5024,Rio Grande do Sul,RS,4320230,Sede Nova,RuralAdjacente,43,2875
5025,Rio Grande do Sul,RS,4320263,Segredo,RuralAdjacente,43,7465
5026,Rio Grande do Sul,RS,4320305,Selbach,RuralAdjacente,43,5114
5027,Rio Grande do Sul,RS,4320321,Senador Salgado Filho,RuralAdjacente,43,2761
5028,Rio Grande do Sul,RS,4320354,Sentinela do Sul,RuralAdjacente,43,5635
5029,Rio Grande do Sul,RS,4320404,Serafina Corrêa,Urbano,43,18074
5030,Rio Grande do Sul,RS,4320453,Sério,RuralAdjacente,43,1889
5031,Rio Grande do Sul,RS,4320503,Sertão,RuralAdjacente,43,5220
5032,Rio Grande do Sul,RS,4320552,Sertão Santana,RuralAdjacente,43,6586
5033,Rio Grande do Sul,RS,4320578,Sete de Setembro,RuralAdjacente,43,1931
5034,Rio Grande do Sul,RS,4320602,Severiano de Almeida,RuralAdjacente,43,3607
5035,Rio Grande do Sul,RS,4320651,Silveira Martins,RuralAdjacente,43,2365
5036,Rio Grande do Sul,RS,4320677,Sinimbu,RuralAdjacente,43,10152
5037,Rio Grande do Sul,RS,4320701,Sobradinho,Urbano,43,15041
5038,Rio Grande do Sul,RS,4320800,Soledade,Urbano,43,31067
5039,Rio Grande do Sul,RS,4320859,Tabaí,RuralAdjacente,43,4816
5040,Rio Grande do Sul,RS,4320909,Tapejara,Urbano,43,24973
5041,Rio Grande do Sul,RS,4321006,Tapera,IntermediarioAdjacente,43,10569
5042,Rio Grande do Sul,RS,4321105,Tapes,Urbano,43,17363
5043,Rio Grande do Sul,RS,4321204,Taquara,Urbano,43,57740
5044,Rio Grande do Sul,RS,4321303,Taquari,Urbano,43,26907
5045,Rio Grande do Sul,RS,4321329,Taquaruçu do Sul,RuralAdjacente,43,3081
5046,Rio Grande do Sul,RS,4321352,Tavares,RuralAdjacente,43,5484
5047,Rio Grande do Sul,RS,4321402,Tenente Portela,RuralAdjacente,43,13385
5048,Rio Grande do Sul,RS,4321436,Terra de Areia,Urbano,43,11323
5049,Rio Grande do Sul,RS,4321451,Teutônia,IntermediarioAdjacente,43,34275
5050,Rio Grande do Sul,RS,4321469,Tio Hugo,RuralAdjacente,43,3078
5051,Rio Grande do Sul,RS,4321477,Tiradentes do Sul,RuralAdjacente,43,5532
5052,Rio Grande do Sul,RS,4321493,Toropi,RuralAdjacente,43,2753
5053,Rio Grande do Sul,RS,4321501,Torres,Urbano,43,39381
5054,Rio Grande do Sul,RS,4321600,Tramandaí,Urbano,43,53507
5055,Rio Grande do Sul,RS,4321626,Travesseiro,RuralAdjacente,43,2331
5056,Rio Grande do Sul,RS,4321634,Três Arroios,RuralAdjacente,43,2620
5057,Rio Grande do Sul,RS,4321667,Três Cachoeiras,RuralAdjacente,43,11174
5058,Rio Grande do Sul,RS,4321709,Três Coroas,Urbano,43,28948
5059,Rio Grande do Sul,RS,4321808,Três de Maio,Urbano,43,23846
5060,Rio Grande do Sul,RS,4321832,Três Forquilhas,RuralAdjacente,43,2643
5061,Rio Grande do Sul,RS,4321857,Três Palmeiras,RuralAdjacente,43,4232
5062,Rio Grande do Sul,RS,4321907,Três Passos,IntermediarioAdjacente,43,23799
5063,Rio Grande do Sul,RS,4321956,Trindade do Sul,RuralAdjacente,43,5781
5064,Rio Grande do Sul,RS,4322004,Triunfo,Urbano,43,30159
5065,Rio Grande do Sul,RS,4322103,Tucunduva,RuralAdjacente,43,5612
5066,Rio Grande do Sul,RS,4322152,Tunas,RuralAdjacente,43,4585
5067,Rio Grande do Sul,RS,4322186,Tupanci do Sul,RuralAdjacente,43,1447
5068,Rio Grande do Sul,RS,4322202,Tupanciretã,Urbano,43,24182
5069,Rio Grande do Sul,RS,4322251,Tupandi,RuralAdjacente,43,5019
5070,Rio Grande do Sul,RS,4322301,Tuparendi,RuralAdjacente,43,7730
5071,Rio Grande do Sul,RS,4322327,Turuçu,RuralAdjacente,43,3408
5072,Rio Grande do Sul,RS,4322343,Ubiretama,RuralAdjacente,43,1952
5073,Rio Grande do Sul,RS,4322350,União da Serra,RuralAdjacente,43,1084
5074,Rio Grande do Sul,RS,4322376,Unistalda,RuralAdjacente,43,2306
5075,Rio Grande do Sul,RS,4322400,Uruguaiana,Urbano,43,126766
